ID_new,ID,Author,year,title,longtitude,latitude,longtitude_temp,latitude_temp,province,site,depth,annual mean precipitation,annual mean temperature,landuse type,field type,soil type,soil_ty temp,soilty_usda,reference,ph,ph_extractant,som,som_unit,soc,soc_unit,tc,tc_unit,clay,clay_hwsd,silt,sand,caco3[g/kg],Alox[mg/kg],Feox[mg/kg],Pox[mg/kg],ref,pcacl2,pcacl2_unit,polsen[mg/kg],ptotal[g/kg],Qmax[mg/kg],Qmax_unit,KL[L/mg],KL_unit,
316,334,Quanneng Huang,1998,??????????????????,117.53,25.01,,,Fujian,Huaan,0-20,,,forest,,??,,Ultisols,,4.43,h2o,52.4,g/kg,,,,,13.5,,,,,,,,,,,1.23,0.21,544.2,mg/kg,,,no data on kl
317,335,Quanneng Huang,1998,??????????????????,117.53,25.01,,,Fujian,Huaan,0-20,,,forest,,??,,Ultisols,,4.78,h2o,43.13,g/kg,,,,,14.7,,,,,,,,,,,1.02,0.16,549.7,mg/kg,,,no data on kl
318,336,Quanneng Huang,1998,??????????????????,117.53,25.01,,,Fujian,Huaan,0-20,,,forest,,??,,Ultisols,,4.84,h2o,23.04,g/kg,,,,,16.2,,,,,,,,,,,0.59,0.11,699,mg/kg,,,no data on kl
319,337,Renying Li,2017,??????????????????,118.73,32.21,118.73,32.21,Jiangsu,????????,,,,cropland,rice,,???,Alfisols,,6.8,h2o,9.28,g/kg,,,,,,,,,,,,,,,,6.89,,1056,mg/kg,0.021,L/mg,no totalP data
320,338,Ruixia Yuan,2014,?????????????????????,124.85,45.18,,,Jilin,Songyuan,0-10,,,paddy,,,,Inceptisols,,8.57,h2o,2.75,g/kg,,,,,,,,,,,,,,,,,0.55,624.2,mg/kg,0.13,L/mg,
321,339,Ruixia Yuan,2014,?????????????????????,117.06,30.54,,,Anhui,Anqing,0-10,,,paddy,,,,Inceptisols,,5.17,h2o,4.1,g/kg,,,,,,,,,,,,,,,,,0.56,666.7,mg/kg,1.88,L/mg,
322,340,Ruixia Yuan,2014,?????????????????????,111.47,27.24,,,Hunan,Shaoyang,0-10,,,paddy,,,,Inceptisols,,5.89,h2o,3.96,g/kg,,,,,,,,,,,,,,,,,1.64,526.3,mg/kg,0.76,L/mg,
323,341,Ruixia Yuan,2014,?????????????????????,121.57,29.92,,,Zhejiang,Ningbo,0-10,,,paddy,,,,Inceptisols,,6.16,h2o,3.9,g/kg,,,,,,,,,,,,,,,,,2.29,400,mg/kg,0.09,L/mg,
324,342,Ruixia Yuan,2014,?????????????????????,120.68,28.03,,,Zhejiang,Wenzhou,0-10,,,paddy,,,,Inceptisols,,7.26,h2o,2.95,g/kg,,,,,,,,,,,,,,,,,1.41,625,mg/kg,1,L/mg,
325,343,Runzhe Geng,2015,"Phosphorus sorption characteristics of soils from a small headwater watershed of Miyun reservoir of Beijing, China",,,,,,,,,,Hawthorn,,,,other,,7.4,h2o,1.8,g/kg,,,,,1.3,,,,1.7,,,,,,,1.1,0.565,212.766,mg/kg,0.0334,L/mg,
326,344,Runzhe Geng,2015,"Phosphorus sorption characteristics of soils from a small headwater watershed of Miyun reservoir of Beijing, China",,,,,,,,,,Forestland,,,,other,,7.3,h2o,3,g/kg,,,,,1.45,,,,1.6,,,,,,,1.5,0.435,250,mg/kg,0.0216,L/mg,
327,345,Runzhe Geng,2015,"Phosphorus sorption characteristics of soils from a small headwater watershed of Miyun reservoir of Beijing, China",,,,,,,,,,grass,,,,other,,7.5,h2o,1.4,g/kg,,,,,0.47,,,,1.6,,,,,,,14.9,0.462,238.095,mg/kg,0.0091,L/mg,
328,346,Runzhe Geng,2015,"Phosphorus sorption characteristics of soils from a small headwater watershed of Miyun reservoir of Beijing, China",,,,,,,,,,corn,,,,other,,6.9,h2o,1.8,g/kg,,,,,0.68,,,,1.6,,,,,,,8.3,0.543,256.41,mg/kg,0.0299,L/mg,
329,347,Runzhe Geng,2015,"Phosphorus sorption characteristics of soils from a small headwater watershed of Miyun reservoir of Beijing, China",,,,,,,,,,barefield,,,,other,,7.4,h2o,1.1,g/kg,,,,,1.78,,,,1.3,,,,,,,1.1,0.337,294.118,mg/kg,0.0477,L/mg,
330,348,Runzhe Geng,2015,"Phosphorus sorption characteristics of soils from a small headwater watershed of Miyun reservoir of Beijing, China",,,,,,,,,,ripaarian,,,,other,,8.5,h2o,1.9,g/kg,,,,,2.162,,,,11.5,,,,,,,2.5,0.588,277.778,mg/kg,0.0496,L/mg,
331,349,Runzhe Geng,2015,"Phosphorus sorption characteristics of soils from a small headwater watershed of Miyun reservoir of Beijing, China",,,,,,,,,,riverbed,,,,other,,8.5,h2o,1.7,g/kg,,,,,1.67,,,,16.2,,,,,,,2.3,0.374,344.828,mg/kg,0.0577,L/mg,
332,350,Shanlan Lv,1995,????????????????,112.75,37.69,,,Shanxi,Jinzhong,0-20,,,,,??,,Alfisols,,8.45,h2o,16.8,g/kg,,,,,6.44,,,,50.2,,,,,,,11.95,,206.18,mg/kg,0.078354297,L/mg,no totalP data
333,351,Shanlan Lv,1995,????????????????,112.75,37.69,,,Shanxi,Jinzhong,0-20,,,,,??,,Alfisols,,8.3,h2o,12.7,g/kg,,,,,10.88,,,,35.7,,,,,,,9.87,,216.45,mg/kg,0.05513132,L/mg,no totalP data
334,352,Shanlan Lv,1995,????????????????,112.75,37.69,,,Shanxi,Jinzhong,0-20,,,,,??,,Alfisols,,8.25,h2o,8.7,g/kg,,,,,12.03,,,,33.2,,,,,,,6.98,,219.78,mg/kg,0.049726826,L/mg,no totalP data
335,353,Shanlan Lv,1995,????????????????,112.75,37.69,,,Shanxi,Jinzhong,0-20,,,,,??,,Alfisols,,8.43,h2o,8,g/kg,,,,,36.07,,,,61.1,,,,,,,4.85,,401.6,mg/kg,0.081640651,L/mg,no totalP data
336,354,Shanlan Lv,1995,????????????????,112.75,37.69,,,Shanxi,Jinzhong,0-20,,,,,??,,Alfisols,,8.33,h2o,15.3,g/kg,,,,,32.03,,,,61.3,,,,,,,6.14,,361.01,mg/kg,0.104135578,L/mg,no totalP data
337,355,Shanlan Lv,1995,????????????????,112.75,37.69,,,Shanxi,Jinzhong,0-20,,,,,??,,Alfisols,,8.47,h2o,13.9,g/kg,,,,,38.86,,,,66.4,,,,,,,7.02,,369,mg/kg,0.126047772,L/mg,no totalP data
338,356,Shanlan Lv,1995,????????????????,112.75,37.69,,,Shanxi,Jinzhong,0-20,,,,,??,,Alfisols,,8.41,h2o,10.9,g/kg,,,,,49.23,,,,65,,,,,,,3.23,,492.61,mg/kg,0.163709956,L/mg,no totalP data
339,357,Shanlan Lv,1995,????????????????,112.75,37.69,,,Shanxi,Jinzhong,0-20,,,,,??,,Alfisols,,8.41,h2o,16,g/kg,,,,,47.77,,,,55,,,,,,,6,,469.48,mg/kg,0.199066933,L/mg,no totalP data
340,358,Shanlan Lv,1995,????????????????,112.75,37.69,,,Shanxi,Jinzhong,0-20,,,,,??,,Alfisols,,8.5,h2o,5.3,g/kg,,,,,51.23,,,,66,,,,,,,1.02,,520.83,mg/kg,0.181133235,L/mg,no totalP data
341,359,Shanshan Zhao,2017,??????????????????????,125.35,43.87,,,Jilin,Changchun,0-20,,,,,??,,Mollisols,,5.57,h2o,21.58,g/kg,,,,,34.65,,25.77,,,,,,,,,15.28,,709,mg/kg,0.093,L/mg,
342,360,"Shao, Xinghua",2012,Effect of Flooding Time on Phosphate Adsorption Desorption Characteristics of Two Acid Soils,115.91,30.7,,,Jiangxi,,0-20,,,cropland,,Ultisol,,Ultisols,,4.46,h2o,5.1,g/kg,,,,,4.03,,,,,,,,,,,7.31,0.143,667,mg/kg,0.129,L/mg,
343,361,"Shao, Xinghua",2012,Effect of Flooding Time on Phosphate Adsorption Desorption Characteristics of Two Acid Soils,115.91,30.7,,,Jiangxi,,0-20,,,cropland,,Entisol,,Entisols,,6.43,h2o,34.3,g/kg,,,,,4.85,,,,,,,,,,,133.68,0.521,1190,mg/kg,0.181,L/mg,
344,362,Shengli Guo,2008,Phosphorus Changes and Sorption Characteristics in a Calcareous Soil Under Long-Term Fertilization,107.67,35.2,,,Shaanxi,Changwu,0-20,,,lte,upland,Cumulic Haplustolls,,Entisols,Soil survey staff,8.45,h2o,,,6.3,mg/kg,,,,,,,,,,,,,,,0.575,614,mg/kg,0.1286,uml/g,????????????????????????????
345,363,Shengli Guo,2008,Phosphorus Changes and Sorption Characteristics in a Calcareous Soil Under Long-Term Fertilization,107.67,35.2,,,Shaanxi,Changwu,0-20,,,lte,upland,Cumulic Haplustolls,,Entisols,Soil survey staff,8.34,h2o,,,6.5,mg/kg,,,,,,,,,,,,,,,0.564,597,mg/kg,0.1357,uml/g,????????????????????????????
346,364,Shengli Guo,2008,Phosphorus Changes and Sorption Characteristics in a Calcareous Soil Under Long-Term Fertilization,107.67,35.2,,,Shaanxi,Changwu,0-20,,,lte,upland,Cumulic Haplustolls,,Entisols,Soil survey staff,8.32,h2o,,,6.5,mg/kg,,,,,,,,,,,,,,,0.739,300,mg/kg,1.2841,uml/g,????????????????????????????
347,365,Shengli Guo,2008,Phosphorus Changes and Sorption Characteristics in a Calcareous Soil Under Long-Term Fertilization,107.67,35.2,,,Shaanxi,Changwu,0-20,,,lte,upland,Cumulic Haplustolls,,Entisols,Soil survey staff,8.18,h2o,,,7.4,mg/kg,,,,,,,,,,,,,,,0.732,349,mg/kg,0.28,uml/g,????????????????????????????
348,366,Shengli Guo,2008,Phosphorus Changes and Sorption Characteristics in a Calcareous Soil Under Long-Term Fertilization,107.67,35.2,,,Shaanxi,Changwu,0-20,,,lte,upland,Cumulic Haplustolls,,Entisols,Soil survey staff,8.1,h2o,,,10.1,mg/kg,,,,,,,,,,,,,,,0.96,311,mg/kg,0.182,uml/g,????????????????????????????
349,367,Shengrui Wang,2005,The study of the effect ofpH on phosphate sorption by different trophic lake sediments,120.27,31.52,,,Zhejiang,Wuli lake,0-10,,,sediment,,Fluvisols,,Entisols,FAO,5.5,h2o,14.2,g/kg,,,,,,,,,,,,,,,,,0.336,235.3,mg/kg,0.3772,L/mg,adjusting ph manually
350,368,Shengrui Wang,2005,The study of the effect ofpH on phosphate sorption by different trophic lake sediments,120.26,31.42,,,Zhejiang,GonghuLAKE,0-10,,,sediment,,Fluvisols,,Entisols,FAO,5.5,h2o,18.7,g/kg,,,,,,,,,,,,,,,,,0.451,133.5,mg/kg,0.688,L/mg,adjusting ph manually
351,369,Shengrui Wang,2005,The study of the effect ofpH on phosphate sorption by different trophic lake sediments,120.31,31.17,,,Zhejiang,East Taihu Lake,0-10,,,sediment,,Fluvisols,,Entisols,FAO,5.5,h2o,31.6,g/kg,,,,,,,,,,,,,,,,,0.819,206,mg/kg,0.5645,L/mg,adjusting ph manually
352,370,Shengrui Wang,2005,The study of the effect ofpH on phosphate sorption by different trophic lake sediments,120.27,31.52,,,Zhejiang,Wuli lake,0-10,,,sediment,,Fluvisols,,Entisols,FAO,7,h2o,14.2,g/kg,,,,,,,,,,,,,,,,,0.336,512,mg/kg,0.1384,L/mg,adjusting ph manually
353,371,Shengrui Wang,2005,The study of the effect ofpH on phosphate sorption by different trophic lake sediments,120.26,31.42,,,Zhejiang,GonghuLAKE,0-10,,,sediment,,Fluvisols,,Entisols,FAO,7,h2o,18.7,g/kg,,,,,,,,,,,,,,,,,0.451,261.5,mg/kg,0.1487,L/mg,adjusting ph manually
354,372,Shengrui Wang,2005,The study of the effect ofpH on phosphate sorption by different trophic lake sediments,120.31,31.17,,,Zhejiang,East Taihu Lake,0-10,,,sediment,,Fluvisols,,Entisols,FAO,7,h2o,31.6,g/kg,,,,,,,,,,,,,,,,,0.819,2185.1,mg/kg,0.001,L/mg,adjusting ph manually
355,373,Shengrui Wang,2005,The study of the effect ofpH on phosphate sorption by different trophic lake sediments,120.27,31.52,,,Zhejiang,Wuli lake,0-10,,,sediment,,Fluvisols,,Entisols,FAO,9,h2o,14.2,g/kg,,,,,,,,,,,,,,,,,0.336,170.5,mg/kg,0.2546,L/mg,adjusting ph manually
356,374,Shengrui Wang,2005,The study of the effect ofpH on phosphate sorption by different trophic lake sediments,120.26,31.42,,,Zhejiang,GonghuLAKE,0-10,,,sediment,,Fluvisols,,Entisols,FAO,9,h2o,18.7,g/kg,,,,,,,,,,,,,,,,,0.451,97,mg/kg,0.4926,L/mg,adjusting ph manually
357,375,Shengrui Wang,2005,The study of the effect ofpH on phosphate sorption by different trophic lake sediments,120.31,31.17,,,Zhejiang,East Taihu Lake,0-10,,,sediment,,Fluvisols,,Entisols,FAO,9,h2o,31.6,g/kg,,,,,,,,,,,,,,,,,0.819,1072.7,mg/kg,0.0269,L/mg,adjusting ph manually
358,376,Shiqing Li,1990,??????????????????????,,,,,Gansu,,0-20,,,cropland,,???,,Inceptisols,,8.67,h2o,17.9,g/kg,,,,,16.3,,,,,,,,,,,10.2,,617.2839506,mg/kg,0.2592,L/mg,
359,377,Shiqing Li,1990,??????????????????????,,,,,Gansu,,0-20,,,cropland,,???,,Inceptisols,,8.56,h2o,14.8,g/kg,,,,,17.2,,,,,,,,,,,8.5,,675.6756757,mg/kg,0.18204182,L/mg,
360,378,Shiqing Li,1990,??????????????????????,,,,,Gansu,,0-20,,,cropland,,???,,Inceptisols,,8.52,h2o,7.6,g/kg,,,,,8.2,,,,,,,,,,,41.7,,555.5555556,mg/kg,0.105882353,L/mg,
361,379,Shiqing Li,1990,??????????????????????,,,,,Gansu,,0-20,,,cropland,,???,,Inceptisols,,8.86,h2o,7.2,g/kg,,,,,7.8,,,,,,,,,,,27.8,,425.5319149,mg/kg,0.112440191,L/mg,
362,380,Shiqing Li,1990,??????????????????????,,,,,Gansu,,0-20,,,cropland,,???,,Inceptisols,,8.68,h2o,8.6,g/kg,,,,,10.3,,,,,,,,,,,41.4,,740.7407407,mg/kg,0.061926606,L/mg,
363,381,Shiqing Li,1990,??????????????????????,,,,,Gansu,,0-20,,,cropland,,???,,Inceptisols,,8.71,h2o,6.1,g/kg,,,,,9.5,,,,,,,,,,,14.6,,645.1612903,mg/kg,0.088068182,L/mg,
364,382,Shiqing Li,1993,?????????????????,,,,,Shandong,Taian,0-20,,,,,,,Inceptisols,,8.34,h2o,6.6,g/kg,,,,,9.2,,,,71,,,,,,,4,,416.6666667,mg/kg,0.923076923,L/mg,
365,383,Shiqing Li,1993,?????????????????,,,,,Shandong,Taian,0-20,,,,,,,Inceptisols,,8.33,h2o,7.1,g/kg,,,,,14.2,,,,78,,,,,,,6.2,,523.5602094,mg/kg,0.406382979,L/mg,
366,384,Shiqing Li,1993,?????????????????,,,,,Shandong,Taian,0-20,,,,,,,Inceptisols,,8.24,h2o,11.4,g/kg,,,,,19.2,,,,97,,,,,,,8.5,,602.4096386,mg/kg,0.377272727,L/mg,
367,385,Shiqing Li,1993,?????????????????,,,,,Shandong,Taian,0-20,,,,,,,Inceptisols,,8.24,h2o,12.7,g/kg,,,,,23.2,,,,139,,,,,,,15.2,,833.3333333,mg/kg,1.090909091,L/mg,
368,386,Shiqing Li,1993,?????????????????,,,,,Shandong,Taian,0-20,,,,,,,Inceptisols,,8.02,h2o,12,g/kg,,,,,21.2,,,,94,,,,,,,10,,689.6551724,mg/kg,0.161111111,L/mg,
369,387,Shiqing Li,1993,?????????????????,,,,,Shandong,Taian,0-20,,,,,,,Inceptisols,,8.08,h2o,11.9,g/kg,,,,,21.2,,,,125,,,,,,,9.7,,689.6551724,mg/kg,0.165525114,L/mg,
370,388,Shiqing Li,1993,?????????????????,,,,,Gansu,Lanzhou,0-20,,,,,,,Aridisols,,8.06,h2o,11.9,g/kg,,,,,17.2,,,,105,,,,,,,10,,606.0606061,mg/kg,0.375,L/mg,
371,389,Shiqing Li,1993,?????????????????,,,,,Gansu,Lanzhou,0-20,,,,,,,Aridisols,,8.24,h2o,13.5,g/kg,,,,,19.2,,,,12,,,,,,,9.4,,662.2516556,mg/kg,0.324731183,L/mg,
372,390,Shiqing Li,1993,?????????????????,,,,,Gansu,Lanzhou,0-20,,,,,,,Aridisols,,8,h2o,11.4,g/kg,,,,,16.5,,,,101,,,,,,,7.9,,591.7159763,mg/kg,0.54516129,L/mg,
373,391,Shiqing Li,1993,?????????????????,,,,,Gansu,Lanzhou,0-20,,,,,,,Aridisols,,8.1,h2o,12,g/kg,,,,,17.5,,,,108,,,,,,,8.5,,617.2839506,mg/kg,0.465517241,L/mg,
374,392,Shiqing Li,1993,?????????????????,,,,,Gansu,Lanzhou,0-20,,,,,,,Aridisols,,8.25,h2o,11.7,g/kg,,,,,17.2,,,,106,,,,,,,8,,613.4969325,mg/kg,0.480825959,L/mg,
375,393,Shiqing Li,1993,?????????????????,,,,,Gansu,Lanzhou,0-20,,,,,,,Aridisols,,7.68,h2o,10.1,g/kg,,,,,15.4,,,,93,,,,,,,8.1,,558.6592179,mg/kg,0.634751773,L/mg,
376,394,Shiqing Li,1993,?????????????????,,,,,Gansu,Lanzhou,0-20,,,,,,,Aridisols,,8.08,h2o,11.3,g/kg,,,,,16.2,,,,99,,,,,,,8.3,,581.3953488,mg/kg,0.569536424,L/mg,
377,395,Shiqing Li,1993,?????????????????,,,,,,Jingtai,0-20,,,,,,,other,,8.06,h2o,9.2,g/kg,,,,,13.8,,,,84,,,,,,,7.5,,520.8333333,mg/kg,0.755905512,L/mg,
378,396,Shiqing Li,1993,?????????????????,,,,,,Jingtai,0-20,,,,,,,other,,8.34,h2o,8.7,g/kg,,,,,13.2,,,,79,,,,,,,7,,492.6108374,mg/kg,0.831967213,L/mg,
379,397,Shiqing Li,1993,?????????????????,,,,,,Jingtai,0-20,,,,,,,other,,8.84,h2o,7.7,g/kg,,,,,11.8,,,,70,,,,,,,6.5,,462.962963,mg/kg,0.927038627,L/mg,
380,398,Shiqing Li,1993,?????????????????,,,,,,Jingtai,0-20,,,,,,,other,,8.14,h2o,9,g/kg,,,,,14.1,,,,86,,,,,,,7.6,,523.5602094,mg/kg,0.74609375,L/mg,
381,399,Shiqing Li,1993,?????????????????,,,,,,Jingtai,0-20,,,,,,,other,,8.16,h2o,6.2,g/kg,,,,,10.5,,,,62,,,,,,,6.2,,427.3504274,mg/kg,0.939759036,L/mg,
382,400,Shuai Zhang,2021,enhanced topsoil P leaching in a short term flooded calcareous soil with combined straw and ammonium nitrogen incorporation,115.79,39.75,,,Beijing,",Beiyun River",0-5,,,cropland,vegetable protected field,,,Inceptisols,,7.41,h2o,,,,,,,,,,,,,,591,"McKeague et al.,1971",,,77.8,1.17,357,mg/kg,1.65,L/mg,
383,401,Shuai Zhang,2021,enhanced topsoil P leaching in a short term flooded calcareous soil with combined straw and ammonium nitrogen incorporation,115.79,39.75,,,Beijing,",Beiyun River",0-5,,,cropland,vegetable protected field,,,Inceptisols,,7.27,h2o,,,,,,,,,,,,,,505,"McKeague et al.,1971",,,51.8,1.07,336,mg/kg,1.66,L/mg,
384,402,Shuai Zhang,2021,enhanced topsoil P leaching in a short term flooded calcareous soil with combined straw and ammonium nitrogen incorporation,115.79,39.75,,,Beijing,",Beiyun River",0-5,,,cropland,vegetable protected field,,,Inceptisols,,7.47,h2o,,,,,,,,,,,,,,478,"McKeague et al.,1971",,,29.2,1.02,270,mg/kg,1.23,L/mg,
385,403,Shuai Zhang,2021,enhanced topsoil P leaching in a short term flooded calcareous soil with combined straw and ammonium nitrogen incorporation,115.79,39.75,,,Beijing,",Beiyun River",0-5,,,cropland,vegetable protected field,,,Inceptisols,,7.06,h2o,,,,,,,,,,,,,,651,"McKeague et al.,1971",,,103,1.2,435,mg/kg,2.09,L/mg,
386,404,Shuai Zhang,2022,Enhanced phosphorus mobility in a calcareous soil with organic amendments additions: Insights from a long term study with equal phosphorus input,114.38,38.13,,,Hebei,Dahe,0-20,,,cropland,vegetable,Luvisol,Alfisols ,Alfisols,IUSS,7.5,h2o,7.65,g/kg,,,,,,,,,68.8,867,1100,,"McKeague et al.,1971",,,35.75,0.852,600,mg/kg,0.77,L/mg,
387,405,Shuai Zhang,2022,Enhanced phosphorus mobility in a calcareous soil with organic amendments additions: Insights from a long term study with equal phosphorus input,114.38,38.13,,,Hebei,Dahe,0-20,,,cropland,vegetable,Luvisol,Alfisols ,Alfisols,IUSS,7.45,h2o,14.2,g/kg,,,,,,,,,56.7,883,1370,,"McKeague et al.,1971",,,72.28,0.854,476,mg/kg,0.7,L/mg,
388,406,Shuai Zhang,2022,Enhanced phosphorus mobility in a calcareous soil with organic amendments additions: Insights from a long term study with equal phosphorus input,114.38,38.13,,,Hebei,Dahe,0-20,,,cropland,vegetable,Luvisol,Alfisols ,Alfisols,IUSS,7.5,h2o,15.5,g/kg,,,,,,,,,63.4,802,1070,,"McKeague et al.,1971",,,69.95,0.817,455,mg/kg,0.6,L/mg,
389,407,Shuai Zhang,2022,Enhanced phosphorus mobility in a calcareous soil with organic amendments additions: Insights from a long term study with equal phosphorus input,114.38,38.13,,,Hebei,Dahe,0-20,,,cropland,vegetable,Luvisol,Alfisols ,Alfisols,IUSS,7.55,h2o,16.7,g/kg,,,,,,,,,61.3,762,897,,"McKeague et al.,1971",,,52.46,0.842,385,mg/kg,0.52,L/mg,
390,408,Shufang Yu,1993,???????????????,122.05,37.2,,,Shandong,Wendeng,,,,,,??,,Alfisols,,6.5,h2o,11.4,g/kg,,,,,22,,,,,,,,,,,,0.314,370.4,mg/kg,0.1261,L/mg,
391,409,Shufang Yu,1993,???????????????,115.55,34.83,,,Shandong,Shaoxian,,,,,,??,,Alfisols,,6.1,h2o,15.6,g/kg,,,,,6,,,,,,,,,,,,0.698,388.8,mg/kg,0.1756,L/mg,
392,410,Shufang Yu,1993,???????????????,121.6,37.39,,,Shandong,Mouping,,,,,,??,,Alfisols,,5.9,h2o,12.6,g/kg,,,,,23,,,,,,,,,,,,0.349,264.6,mg/kg,0.0854,L/mg,
393,411,Shufang Yu,1993,???????????????,117.11,36.44,,,Shandong,Liubu,,,,,,??,,Alfisols,,6.4,h2o,5.6,g/kg,,,,,5,,,,,,,,,,,,0.48,476.2,mg/kg,0.0897,L/mg,
394,412,Shufang Yu,1993,???????????????,118.05,36.82,,,Shandong,Zibo,,,,,,??,,Alfisols,,6.7,h2o,11.4,g/kg,,,,,9,,,,,,,,,,,,0.567,386.1,mg/kg,0.0699,L/mg,
395,413,Shufang Yu,1993,???????????????,117.31,36.56,,,Shandong,Yinmaquan,,,,,,??,,Alfisols,,7,h2o,16.8,g/kg,,,,,22,,,,,,,,,,,,0.611,471.7,mg/kg,0.088,L/mg,
396,414,Shufang Yu,1993,???????????????,117.45,36.77,,,Shandong,Niuwang,,,,,,??,,Alfisols,,6.9,h2o,12.5,g/kg,,,,,23,,,,,,,,,,,,0.48,333.8,mg/kg,0.1295,L/mg,
397,415,Shufang Yu,1993,???????????????,118.49,36.69,,,Shandong,Qingzhou,,,,,,??,,Alfisols,,6.5,h2o,11.5,g/kg,,,,,9,,,,,,,,,,,,0.567,502.5,mg/kg,0.1178,L/mg,
398,416,Shufang Yu,1993,???????????????,117.08,36.71,,,Shandong,Nongkeyuan,,,,,,??,,Alfisols,,7,h2o,16.9,g/kg,,,,,21,,,,,,,,,,,,0.829,483.1,mg/kg,0.0704,L/mg,
399,417,Shufang Yu,1993,???????????????,117.17,36.98,,,Shandong,Jiyang,,,,,,??,,Inceptisols,,7.75,h2o,10.3,g/kg,,,,,8,,,,,,,,,,,,0.742,371.5,mg/kg,0.0576,L/mg,
400,418,Shufang Yu,1993,???????????????,120.1,36.02,,,Shandong,Daqiao,,,,,,??,,Inceptisols,,8,h2o,3.1,g/kg,,,,,23,,,,,,,,,,,,0.611,243.9,mg/kg,0.0671,L/mg,
401,419,Shufang Yu,1993,???????????????,115.58,35.07,,,Shandong,Dingtao,,,,,,??,,Inceptisols,,8.2,h2o,7.8,g/kg,,,,,18,,,,,,,,,,,,0.655,251.3,mg/kg,0.0557,L/mg,
402,420,Shufang Yu,1993,???????????????,115.99,36.5,,,Shandong,Liaocheng,,,,,,??,,Inceptisols,,8.15,h2o,16.3,g/kg,,,,,18,,,,,,,,,,,,0.96,302.1,mg/kg,0.043,L/mg,
403,421,Shufang Yu,1993,???????????????,115.99,36.5,,,Shandong,liaocheng,,,,,,???,,Inceptisols,,8.3,h2o,7.8,g/kg,,,,,18,,,,,,,,,,,,0.96,241.5,mg/kg,0.0809,L/mg,
404,422,Shufang Yu,1993,???????????????,118.39,36.8,,,Shandong,Linzi,,,,,,????,,Mollisols,,7.7,h2o,18,g/kg,,,,,21,,,,,,,,,,,,0.786,420.2,mg/kg,0.0746,L/mg,
405,423,Shuxin Liu,1985,????Langmuir??????????????,117.5572,26.1878,,,Fujian,Sanming,0-20,,,,,???,,other,,4.86,h2o,1.53,g/kg,,,,,,,,,,,,,,,,3.5,0.69,233.5,mg/kg,6.839,L/mg,
406,424,Shuxin Liu,1985,????Langmuir??????????????,117.5572,26.1878,,,Fujian,Sanming,0-20,,,,,???,,other,,5.93,h2o,1.83,g/kg,,,,,,,,,,,,,,,,7.88,0.62,145.2,mg/kg,5.657,L/mg,
407,425,Shuxin Liu,1985,????Langmuir??????????????,117.5572,26.1878,,,Fujian,Sanming,0-20,,,,,???,,other,,5.56,h2o,2.7,g/kg,,,,,,,,,,,,,,,,14.29,0.65,93.5,mg/kg,2.784,L/mg,
408,426,Shuxin Liu,1985,????Langmuir??????????????,117.6472,24.5135,,,Fujian,Zhangzhou,0-20,,,,,???,,other,,5.23,h2o,0.83,g/kg,,,,,,,,,,,,,,,,10.38,0.31,188,mg/kg,3.145,L/mg,
409,427,Shuxin Liu,1985,????Langmuir??????????????,117.9986,24.6199,,,Fujian,Guankou,0-20,,,,,???,,other,,5.93,h2o,0.01,g/kg,,,,,,,,,,,,,,,,8,0.3,157,mg/kg,0.427,L/mg,
410,428,Shuxin Liu,1985,????Langmuir??????????????,117.9986,24.6199,,,Fujian,Guankou,0-20,,,,,???,,other,,5.64,h2o,0.84,g/kg,,,,,,,,,,,,,,,,5.84,0.4,230,mg/kg,0.569,L/mg,
411,429,Shuxin Liu,1985,????Langmuir??????????????,118.0309,27.7512,,,Fujian,Wuyishan,0-20,,,,,???,,other,,5.3,h2o,1.65,g/kg,,,,,,,,,,,,,,,,5.68,0.35,267.7,mg/kg,1.542,L/mg,
412,430,Shuxin Liu,1985,????Langmuir??????????????,118.0309,27.7512,,,Fujian,Wuyishan,0-20,,,,,????,,other,,5.11,h2o,1.42,g/kg,,,,,,,,,,,,,,,,11.41,0.41,419.2,mg/kg,4.8,L/mg,
413,431,Shuxin Liu,1985,????Langmuir??????????????,118.0309,27.7512,,,Fujian,Wuyishan,0-20,,,,,???,,other,,5.3,h2o,7.17,g/kg,,,,,,,,,,,,,,,,67.32,1.37,319.6,mg/kg,3.107,L/mg,
414,432,Shuxin Liu,1985,????Langmuir??????????????,118.1191,27.3312,,,Fujian,Nanping,0-20,,,,,??,,Ultisols,,5.11,h2o,1.86,g/kg,,,,,,,,,,,,,,,,5.3,0.72,423.5,mg/kg,7.209,L/mg,
415,433,Shuxin Liu,1985,????Langmuir??????????????,118.1191,27.3312,,,Fujian,Nanping,0-20,,,,,??,,Ultisols,,4.84,h2o,2.4,g/kg,,,,,,,,,,,,,,,,5.32,0.59,474.2,mg/kg,5.997,L/mg,
416,434,Shuxin Liu,1985,????Langmuir??????????????,118.1191,27.3312,,,Fujian,Nanping,0-20,,,,,???,,other,,5.06,h2o,4.53,g/kg,,,,,,,,,,,,,,,,66.42,1.23,366.4,mg/kg,5.191,L/mg,
417,435,Shuxin Liu,1985,????Langmuir??????????????,117.7927,26.3962,,,Fujian,Sanming,0-20,,,,,????,,other,,4.3,h2o,6.21,g/kg,,,,,,,,,,,,,,,,5.43,1.77,350.6,mg/kg,2.14,L/mg,
