Source,ID,ID_other,Author,Location,pH,som[mg/kg],clay[%],Fe[mg/kg],Al[mg/kg],pox[mg/kg],polsen[mg/kg]
Nawara,,,,,,,,2357.6,750.6,387.5,57.5
Nawara,,,,,,,,2357.6,750.6,387.5,57.5
Nawara,,,,,,,,2357.6,750.6,387.5,57.5
Nawara,,,,,,,,2357.6,750.6,387.5,57.5
Nawara,,,,,,,,2626.4,704.7,403,58.1
Nawara,,,,,,,,2626.4,704.7,403,58.1
Nawara,,,,,,,,2626.4,704.7,403,58.1
Nawara,,,,,,,,2626.4,704.7,403,58.1
Nawara,,,,,,,,2626.4,704.7,403,58.1
Nawara,,,,,,,,2077.6,874.8,697.5,59.8
Nawara,,,,,,,,2816.8,696.6,235.6,60.5
Nawara,,,,,,,,2816.8,696.6,235.6,60.5
Nawara,,,,,,,,2816.8,696.6,235.6,60.5
Nawara,,,,,,,,2816.8,696.6,235.6,60.5
Nawara,,,,,,,,2816.8,696.6,235.6,60.5
Nawara,,,,,,,,2223.2,672.3,384.4,61
Nawara,,,,,,,,2223.2,672.3,384.4,61
Nawara,,,,,,,,2223.2,672.3,384.4,61
Nawara,,,,,,,,2223.2,672.3,384.4,61
Nawara,,,,,,,,2223.2,672.3,384.4,61
Nawara,,,,,,,,2396.8,804.6,378.2,61.7
Nawara,,,,,,,,2396.8,804.6,378.2,61.7
Nawara,,,,,,,,2396.8,804.6,378.2,61.7
Nawara,,,,,,,,2396.8,804.6,378.2,61.7
Nawara,,,,,,,,2396.8,804.6,378.2,61.7
Nawara,,,,,,,,1321.6,604.8,434,64.4
Nawara,,,,,,,,924,461.7,443.3,64.9
Nawara,,,,,,,,1030.4,488.7,474.3,71.3
Nawara,,,,,,,,2184,515.7,424.7,73.1
Nawara,,,,,,,,2184,515.7,424.7,73.1
Nawara,,,,,,,,2184,515.7,424.7,73.1
Nawara,,,,,,,,2184,515.7,424.7,73.1
Nawara,,,,,,,,1282.4,550.8,545.6,74.8
Nawara,,,,,,,,1086.4,483.3,434,76.1
Nawara,,,,,,,,2167.2,502.2,421.6,76.4
Nawara,,,,,,,,2167.2,502.2,421.6,76.4
Nawara,,,,,,,,2167.2,502.2,421.6,76.4
Nawara,,,,,,,,2167.2,502.2,421.6,76.4
Nawara,,,,,,,,1192.8,521.1,508.4,78.7
Nawara,,,,,,,,2368.8,567,520.8,81.9
Nawara,,,,,,,,2368.8,567,520.8,81.9
Nawara,,,,,,,,2368.8,567,520.8,81.9
Nawara,,,,,,,,2368.8,567,520.8,81.9
Nawara,,,,,,,,2212,548.1,452.6,83.4
Nawara,,,,,,,,2212,548.1,452.6,83.4
Nawara,,,,,,,,2212,548.1,452.6,83.4
Nawara,,,,,,,,2212,548.1,452.6,83.4
Nawara,,,,,,,,2240,491.4,461.9,98.8
Nawara,,,,,,,,2240,491.4,461.9,98.8
Nawara,,,,,,,,2240,491.4,461.9,98.8
Nawara,,,,,,,,2240,491.4,461.9,98.8
natuur,,,,,,,,19208,540,93,29.4
natuur,,,,,,,,1736,756,124,33.5
natuur,,,,,,,,13944,1377,217,35.7
natuur,,,,,,,,224,162,31,36.4
natuur,,,,,,,,7280,1890,310,36.8
natuur,,,,,,,,1680,486,155,38.3
natuur,,,,,,,,13048,756,372,38.9
natuur,,,,,,,,728,837,93,40.7
natuur,,,,,,,,12936,1620,403,40.7
natuur,,,,,,,,560,270,31,41.2
natuur,,,,,,,,5320,1836,403,41.4
natuur,,,,,,,,7224,1539,372,41.4
natuur,,,,,,,,10248,1755,403,41.7
natuur,,,,,,,,1456,783,93,41.9
natuur,,,,,,,,16016,648,558,42.6
natuur,,,,,,,,5824,837,341,42.6
natuur,,,,,,,,13104,2376,527,42.6
natuur,,,,,,,,6440,1323,124,42.7
natuur,,,,,,,,4928,1701,434,44.9
natuur,,,,,,,,12712,1242,651,45
natuur,,,,,,,,10528,1539,434,45.5
natuur,,,,,,,,4480,729,155,46.7
natuur,,,,,,,,3024,1080,248,46.7
natuur,,,,,,,,13272,1296,248,47.1
natuur,,,,,,,,6552,1269,248,47.1
natuur,,,,,,,,6440,1890,558,47.1
natuur,,,,,,,,1680,1674,248,47.6
natuur,,,,,,,,5880,2187,465,48.1
natuur,,,,,,,,5768,2160,465,48.4
natuur,,,,,,,,7504,1269,372,48.7
natuur,,,,,,,,13216,1647,682,49.5
natuur,,,,,,,,11088,1836,496,51
natuur,,,,,,,,6776,1755,496,51.1
natuur,,,,,,,,1624,1566,217,52.2
natuur,,,,,,,,4144,729,186,52.8
natuur,,,,,,,,1120,783,155,54.2
natuur,,,,,,,,14672,1269,744,54.8
natuur,,,,,,,,8904,1512,589,55.9
natuur,,,,,,,,4704,945,496,56.2
natuur,,,,,,,,11200,1971,868,57.7
natuur,,,,,,,,10920,2052,1054,57.9
natuur,,,,,,,,10192,891,682,58.2
natuur,,,,,,,,2016,1134,279,58.4
natuur,,,,,,,,4872,1674,558,58.4
natuur,,,,,,,,504,351,124,59.8
natuur,,,,,,,,4648,1458,465,60.3
natuur,,,,,,,,15176,1431,992,60.9
natuur,,,,,,,,4424,1188,620,61.6
natuur,,,,,,,,2576,1566,434,61.6
natuur,,,,,,,,1400,729,248,61.9
natuur,,,,,,,,4984,1728,589,62.4
natuur,,,,,,,,6048,1809,558,62.6
natuur,,,,,,,,9968,2079,775,63.3
natuur,,,,,,,,8736,1377,744,64.2
natuur,,,,,,,,4704,1485,527,66.2
natuur,,,,,,,,3472,1215,589,67.2
natuur,,,,,,,,3416,1080,496,67.3
natuur,,,,,,,,24136,540,1054,68
natuur,,,,,,,,8512,1134,775,69
natuur,,,,,,,,7952,1323,837,70.9
natuur,,,,,,,,11480,1998,651,74.5
natuur,,,,,,,,2128,810,279,76
natuur,,,,,,,,10472,1215,1023,76.3
natuur,,,,,,,,13664,1377,1457,76.7
natuur,,,,,,,,5880,1269,496,77.7
natuur,,,,,,,,4816,1674,589,78.6
natuur,,,,,,,,5320,1107,868,81.2
natuur,,,,,,,,3976,1134,558,83.7
natuur,,,,,,,,6440,1350,775,86.3
natuur,,,,,,,,10696,648,1426,86.4
natuur,,,,,,,,2800,999,775,91.5
natuur,,,,,,,,6552,1647,589,94.1
natuur,,,,,,,,2968,999,496,94.9
natuur,,,,,,,,1680,1161,620,96.1
natuur,,,,,,,,9800,1593,992,96.8
natuur,,,,,,,,8624,1593,1364,104.7
natuur,,,,,,,,2744,594,248,139.7
