Source,ID,ID_other,Author,Location,pH,som[mg/kg],clay[%],Fe[mg/kg],Al[mg/kg],pox[mg/kg],polsen[mg/kg]
Switherlands,1777,378865,,,4.71,56.6789136,24.85,4703.86,1396.21,,
Switherlands,1778,378865,,,4.65,44.6505656,25.3,4950.25,2383.73,,
Switherlands,1779,378865,,,4.84,22.3226968,31.2,3023.53,2025.28,,
Switherlands,1787,378866,,,3.71,56.1410256,17.9,3982.05,4823.84,,
Switherlands,1795,378867,,,3.01,197.2111184,8.1,3622.93,1613.73,,
Switherlands,1796,378867,,,3.26,65.8492144,15.15,5999,2453.17,,
Switherlands,1797,378867,,,3.79,32.1753568,14.8,4382.61,5355.99,,
Switherlands,1798,378867,,,4.11,17.1965552,12.9,3460.09,3591.78,,
Switherlands,1807,378868,,,3.22,66.580018,3.85,2415.55,1691.45,,
Switherlands,1808,378868,,,3.51,73.2465536,8.1,8997.03,4101,,
Switherlands,1809,378868,,,4.07,36.6529296,4,4847.6,4359.49,,
Switherlands,1810,378868,,,4.49,7.1302916,1.85,2789.44,5022.39,,
Switherlands,1816,378869,,,3.21,112.634092,8.95,5518.73,2062.16,,
Switherlands,1817,378869,,,3.92,84.986304,14.25,6730.58,5840.13,,
Switherlands,1818,378869,,,4.42,8.399328,5.05,2699.03,6503.21,,
Switherlands,1819,378869,,,4.05,4.066054,5.75,2526.52,2269.79,,
Switherlands,1827,378870,,,3.95,26.2687604,8.5,3246.35,2314.52,,
Switherlands,1835,378871,,,3.64,41.30704,10.55,1689.56,2564.23,,
Switherlands,1836,378871,,,3.89,18.3606,12.4,1702.86,1642.63,,
Switherlands,1837,378871,,,3.92,14.1368,13.15,1751.93,1360.93,,
Switherlands,1838,378871,,,4.01,9.10272,16.6,1861.86,1357.45,,
Switherlands,1839,378871,,,4.95,10.03368,18.6,1505.94,1510.67,,
Switherlands,1843,378872,,,3.57,38.39348,17.3,4280.01,1202.45,,
Switherlands,1844,378872,,,3.86,20.27424,16.15,4049.09,2372.32,,
Switherlands,1846,378872,,,3.95,3.68936,14.9,2301.2,2364.85,,
Switherlands,1847,378872,,,3.97,4.31,15.05,2270.67,2085.17,,
Switherlands,1860,378874,,,2.96,88.6136,7.6,964.37,1394.53,,
Switherlands,1865,378874,,,5.34,7.80972,19.75,1971.53,1223.84,,
Switherlands,1867,378874,,,7.11,7.7531728,20,1132.03,921.6,,
Switherlands,1881,378876,,,3.18,91.95816,16.9,3844.57,2136.35,,
Switherlands,1882,378876,,,3.95,22.13616,17.5,3625.76,3010.22,,
Switherlands,1883,378876,,,4.08,10.1716,17.5,3373.73,3222.2,,
Switherlands,1902,378879,,,3.69,64.6193128,8.5,2947.18,1890.73,,
Switherlands,1904,378879,,,4.15,6.0815824,8.5,2913.45,1506.3,,
Switherlands,1905,378879,,,4.99,0,8.5,1985.03,1175.93,,
Switherlands,1907,378879,,,6.81,0,20,1610.15,1190.66,,
Switherlands,1910,379405,,,7.4,67.14118,15,1121.79,1301.89,,
Switherlands,1911,379405,,,7.51,41.39324,15,1127.53,1339.92,,
Switherlands,1975,378886,,,3.67,68.3914248,28.5,5793.68,3747.05,,
Switherlands,1976,378886,,,3.77,14.9700092,19.5,7975,2121.75,,
Switherlands,1983,378887,,,3.65,48.9531524,25.8,7430,2035.67,,
Switherlands,1984,378887,,,4.11,24.9745536,23.6,8756.67,1876.5,,
Switherlands,2109,378900,,,3.24,125.7775232,8.5,8473.33,4313,,
Switherlands,2110,378900,,,3.78,54.6144236,8.5,8513.33,4664.67,,
Switherlands,2111,378900,,,4.14,18.2518156,8.5,6162.5,3511.83,,
Switherlands,2124,378902,,,4.46,57.5072956,15,1497.5,1002.92,,
Switherlands,2125,378902,,,3.88,27.7393324,15,1692.92,1208.25,,
Switherlands,2126,378902,,,3.94,17.1051832,15,1625,1174.25,,
Switherlands,2130,378902,,,5.05,0,15,1498.75,798,,
Switherlands,2137,378903,,,3,112.341012,4.7,3040.83,1939,,
Switherlands,2138,378903,,,3.3,68.057486,11.5,5080.83,2569.17,,
Switherlands,2198,378910,,,3.44,53.3236648,15,6523.33,3400.67,,
Switherlands,2199,378910,,,4.05,20.7617872,15,4132.5,3129.33,,
Switherlands,2200,378910,,,4.05,6.2631196,8.5,3511.67,1912.33,,
Switherlands,2208,378911,,,2.97,131.436898,15,3821.2,2121.75,,
Switherlands,2209,378911,,,3.32,58.9223548,15,6233.79,1017.83,,
Switherlands,2210,378911,,,4.01,23.2227972,15,3600.18,3753,,
Switherlands,2211,378911,,,4.12,10.436234,15,3227.19,2156.5,,
Switherlands,2221,378912,,,3.05,119.6088788,15,6125.86,4664.67,,
Switherlands,2222,378912,,,3.15,107.7944792,15,10130.15,3511.83,,
Switherlands,2223,378912,,,3.98,37.18668,15,7809.93,2005.83,,
Switherlands,2239,378914,,,3.14,144.97116,7.95,3387.8,1208.25,,
Switherlands,2240,378914,,,3.56,34.92824,15.3,3004.44,1174.25,,
Switherlands,2244,378914,,,5.33,0,21.25,1711.6,798,,
Switherlands,2248,378915,,,3.31,97.00948,20,3213.37,1939,,
Switherlands,2249,378915,,,3.71,42.08284,20,2932.29,1284.58,,
Switherlands,2279,378919,,,7.76,79.05402,33.3,4509.04,1700.33,,
Switherlands,2285,378920,,,4.51,56.66788,36.8,3690.11,1564.67,,
Switherlands,2286,378920,,,7.47,33.00598,30.05,3188.56,1912.33,,
Switherlands,2341,378927,,,3.84,232.60208,12.75,6379.02,2550.55,,
Switherlands,2342,378927,,,4.21,55.09904,20.3,7457.09,3579.05,,
Switherlands,2343,378927,,,6.25,28.877,20.1,6180.53,3620.63,,
Switherlands,2344,378927,,,6.94,17.07622,15.35,6624.24,3585.23,,
Switherlands,2345,378927,,,7.14,20.10184,9.95,5536.87,3637.89,,
Switherlands,2351,378928,,,3.87,99.3534304,16.65,7510,3189.67,,
Switherlands,2352,378928,,,3.88,42.2816172,16.05,7005,3451.33,,
Switherlands,2353,378928,,,4.07,27.0242172,15.45,5950,3197.33,,
Switherlands,2354,378928,,,4.31,13.215322,11.15,3622.5,2842.67,,
Switherlands,2355,378928,,,4.38,5.259924,12,2152.5,1689.3,,
Switherlands,2356,378928,,,4.48,10.1743584,8.9,6415,3141.33,,
Switherlands,2357,378928,,,5.12,20.7742,4.6,7612.5,5096,,
Switherlands,2373,378930,,,3.2,195.10508,15,11209.87,4077.55,,
Switherlands,2374,378930,,,3.52,110.28428,15,12413.87,4966.53,,
Switherlands,2378,378930,,,4.72,18.49852,8.5,4231.71,4718.76,,
Switherlands,2401,378934,,,2.95,96.49228,15,3042.21,2698.33,,
Switherlands,2411,378935,,,2.85,333.35264,8.5,4113.14,3318.59,,
Switherlands,2412,378935,,,3.1,139.5578,15,6029.71,4115.87,,
Switherlands,2413,378935,,,3.65,68.37384,15,4781.93,4473.52,,
Switherlands,2414,378935,,,4.03,34.23864,15,4387.7,4636.22,,
Switherlands,2422,378936,,,3.2,135.23056,15,3071.43,3117.1,,
Switherlands,2423,378936,,,3.85,14.29196,15,2471.16,1829.31,,
Switherlands,2428,378937,,,4.32,43.1,15,1698.21,1339.79,,
Switherlands,2429,378937,,,3.98,22.11892,15,1795.6,1432.17,,
Switherlands,2433,378938,,,4.06,46.47904,8.5,2098.85,1406.01,,
Switherlands,2434,378938,,,3.82,17.671,15,2236.66,1489.11,,
Switherlands,2435,378938,,,4.67,3.65488,23.5,1981.39,1362.88,,
Switherlands,2436,378938,,,5.76,0,15,1604.11,1347.15,,
Switherlands,2438,378939,,,3.5,76.42492,8.5,2027.97,1897.72,,
Switherlands,2439,378939,,,3.82,20.72248,8.5,1880.74,1903.82,,
Switherlands,2444,344832,,,3.24,109.52572,8.5,3553.4,2506.09,,
Switherlands,2445,344832,,,3.82,25.99792,8.5,3244.3,2442.93,,
Switherlands,2450,378940,,,4.08,56.16792,8.5,1569.81,1546.55,,
Switherlands,2470,378943,,,3.46,64.94308,8.5,2202.39,1908.73,,
Switherlands,2499,378947,,,3.1,281.90848,9.3,1910.54,2349.8,,
Switherlands,2500,378947,,,3.58,59.16768,7.25,2647.36,6447.05,,
Switherlands,2518,378949,,,3.6,38.41072,8.5,4078.76,1927.49,,
Switherlands,2519,378949,,,3.6,38.41072,8.5,4132.43,2562.43,,
Switherlands,2523,378949,,,3.94,0,23.5,2308.41,1133.22,,
Switherlands,2525,378950,,,3.77,85.44144,8.5,4121.95,3374.99,,
Switherlands,2532,378951,,,3.58,45.30672,8.5,1922.14,1697.43,,
Switherlands,2563,378956,,,4.31,26.53236,13.25,1995.7,1449.35,,
Switherlands,2570,378957,,,4.27,71.115,8.5,1505.17,1398.17,,
Switherlands,2576,378957,,,6.67,0,23.5,1236.08,1127.16,,
Switherlands,2579,378958,,,7.44,78.77818,31.85,893.52,1234.81,,
Switherlands,2710,378977,,,5.61,117.0132244,35.3,8787.61,1536.83,,
Switherlands,2711,378977,,,6.3,65.6131988,33.05,8731.95,1531.77,,
Switherlands,2712,378977,,,6.99,56.467034,25.3,9155,1144.07,,
Switherlands,2713,378977,,,6.6,61.2823384,27.9,5840,1244.53,,
Switherlands,2732,378981,,,7.38,172.32242,29.55,1959.76,1265.8,,
Switherlands,2740,378982,,,5.21,76.6664524,35,920.23,2461.48,,
Switherlands,2769,378986,,,5.54,24.806636,23.65,1497.36,1421.32,,
Switherlands,2885,379003,,,5.52,70.115942,23.5,3670.01,2447.1,,
Switherlands,2886,379003,,,6.14,34.34208,23.5,3840.43,2422.2,,
Switherlands,2887,379003,,,6.63,19.36052,23.5,3857.3,2503.61,,
Switherlands,2888,379003,,,7.52,12.85242,23.5,2827.4,1722.9,,
Switherlands,2889,379003,,,7.66,12.43004,15,1617.14,1233.33,,
Switherlands,2900,379005,,,3.44,95.0222252,24.7,13788.21,4455.74,,
Switherlands,2901,379005,,,3.87,38.8086192,29.85,13498.92,5369.91,,
Switherlands,2902,379005,,,3.97,30.4067052,32,10125.19,5018.87,,
Switherlands,2903,379005,,,3.9,23.4810524,36.2,8366.88,3656.14,,
Switherlands,2904,379005,,,5.9,33.0773536,32.75,4184.27,2311.71,,
Switherlands,2907,379006,,,3.66,398.4988072,15,5979.66,,,
Switherlands,2909,379006,,,3.78,49.803774,26.4,12514.35,4066.73,,
Switherlands,2910,379006,,,4.08,12.6632972,23.6,4697.52,2603.21,,
Switherlands,2911,379006,,,5.68,22.0108252,22.05,10588.18,3352.41,,
Switherlands,2912,379006,,,5.43,16.842618,18.55,9221.98,3160.55,,
Switherlands,2957,379012,,,3.73,597.8811312,23.5,865.3,7874.88,,
Switherlands,2971,379014,,,3.11,71.27016,19.5,2788.1,2843.24,,
Switherlands,2972,379014,,,3.43,31.30784,31.65,13526.43,4170.8,,
Switherlands,2973,379014,,,3.75,13.98164,30.95,5629.17,3487.47,,
Switherlands,2974,379014,,,3.89,7.77524,28.55,5393.33,2831.49,,
Switherlands,2975,379014,,,3.78,8.65448,30.8,5699.17,2976.21,,
Switherlands,2976,379014,,,4.46,9.93024,28.4,3435,1877.34,,
Switherlands,2979,379015,,,3.53,71.01156,23.5,8513.33,2657.82,,
Switherlands,2980,379015,,,3.71,28.22188,23.5,8195,2545.92,,
Switherlands,2981,379015,,,3.83,13.94716,35,6152.5,2414.92,,
Switherlands,2982,379015,,,4.21,8.37864,35,3733.33,2059.87,,
Switherlands,2983,379015,,,4.38,6.30984,35,3529.17,1746.1,,
Switherlands,2984,379015,,,5.39,10.20608,35,3530.83,1998.61,,
Switherlands,2985,379015,,,6.6,8.80102,35,2865.83,1603.81,,
Switherlands,3002,379017,,,3.96,3.67212,11.55,1043.33,1559.47,,
Switherlands,3023,379020,,,4.81,192.7432,15,4503.33,1929.39,,
Switherlands,3024,379020,,,4.41,89.07908,15,5800,2418.89,,
Switherlands,3025,379020,,,4.27,31.0392408,15,8762.9,1961.04,,
Switherlands,3026,379020,,,4.25,35.4726792,15,13995.37,2782.51,,
Switherlands,3027,379020,,,4.14,47.29363,15,22742.1,4902.44,,
Switherlands,3034,379022,,,4.83,59.61592,23.5,7653.94,2124.01,,
Switherlands,3035,379022,,,5.53,32.2388,23.5,7451.55,2301.23,,
Switherlands,3036,379022,,,6.81,38.41934,23.5,7079.8,2239.25,,
Switherlands,3048,379024,,,6.33,94.09592,48.9,2098.11,2652.48,,
Switherlands,3049,379024,,,7.45,42.7552,45.45,1777.53,2664.42,,
Switherlands,3050,379024,,,7.64,26.83406,28.1,1411.37,2620.39,,
Switherlands,3051,379024,,,7.75,23.7912,11.45,1432.07,2284.73,,
Switherlands,3064,379026,,,3.19,215.03452,15,1789.81,1598.94,,
Switherlands,3065,379026,,,4.19,47.37552,13.85,1919.1,1494.75,,
Switherlands,3066,379026,,,6.31,26.8944,15.8,2830.47,1821.69,,
Switherlands,3067,379026,,,6.72,17.98994,17.75,2195.37,1587.92,,
Switherlands,3068,379026,,,6.95,9.23202,16.3,1237.78,1270.11,,
Switherlands,3087,379029,,,3.76,76.95936,32.45,5160.07,1892.25,,
Switherlands,3090,379029,,,5.18,11.1198,28.35,3889.45,1331.08,,
Switherlands,3194,379043,,,5.39,109.97396,35,14310.55,3416.25,,
Switherlands,3195,379043,,,4.87,69.87372,35,13653.92,3233.63,,
Switherlands,3196,379043,,,4.96,44.89296,35,12069.15,3266.25,,
Switherlands,3197,379043,,,5.3,27.30816,35,9788.07,2724.5,,
Switherlands,3198,379043,,,6.28,19.3175924,45,5632.41,2149.75,,
Switherlands,3203,379044,,,5.07,59.16768,23.5,3041.15,1772.08,,
Switherlands,3209,379045,,,3.86,53.20264,17.1,2399.86,1868.92,,
Switherlands,3210,379045,,,3.88,24.7394,14.9,2092.57,1930.83,,
Switherlands,3212,379045,,,4.35,6.2064,25.35,2677.67,1533.42,,
Switherlands,3346,379062,,,6.26,135.913264,52.75,2529.56,1072.1,,
Switherlands,3347,379062,,,6.22,60.8087556,50.55,2698.48,1278.09,,
Switherlands,3348,379062,,,6.92,42.9389784,53.2,1727.2,1287.45,,
Switherlands,3349,379062,,,7.42,35.1492568,44.73,965.14,950.37,,
Switherlands,3350,379062,,,7.65,19.6020524,31.95,420.8,416.67,,
Switherlands,3454,379075,,,4.42,77.99376,29.3,4007.6,969.1,,
Switherlands,3455,379075,,,3.74,40.75536,30.55,4594.47,950.37,,
Switherlands,3456,379075,,,3.95,33.77316,30.85,4668.75,941.01,,
Switherlands,3457,379075,,,4.91,14.42988,35,4193.4,772.47,,
Switherlands,3458,379075,,,7.2,12.4321088,32.5,1237.37,332.4,,
Switherlands,3496,379081,,,7,409.28622,43.35,1727.57,3527.01,,
Switherlands,3497,379081,,,7.36,281.9083076,20.45,2143.49,4886.61,,
Switherlands,3498,379081,,,7.41,263.003958,21.9,2054.37,5028.18,,
Switherlands,3499,379081,,,7.47,220.4016768,35.65,1994.95,5091.59,,
Switherlands,3502,379082,,,6.97,562.80411,23.85,4074.57,4293.2,,
Switherlands,3503,379082,,,7.25,506.7167008,28.65,3941.67,4693.33,,
Switherlands,3504,379082,,,7.37,449.4712808,26.8,5091.67,5991.67,,
Switherlands,3505,379082,,,7.52,426.6377628,21.75,5758.33,6826.67,,
Switherlands,3506,379082,,,7.52,370.5294932,14.85,6700,8808.33,,
Switherlands,3522,379085,,,7.2,206.7020832,31.1,2033.33,750,,
Switherlands,3523,379085,,,7.59,100.9845068,21.9,2833.33,600,,
Switherlands,3524,379085,,,7.69,27.1597236,12.3,2766.67,350,,
Switherlands,3525,379085,,,7.86,17.217588,15.3,63.33,200,,
Switherlands,3685,379109,,,2.79,408.46732,45,2175,1783.33,,
Switherlands,3686,379109,,,2.96,88.47568,8.5,2025,1150,,
Switherlands,3687,379109,,,3.37,77.58,8.1,5158.33,2791.67,,
Switherlands,3688,379109,,,3.96,28.9632,13.6,2341.67,2708.33,,
Switherlands,3689,379109,,,3.94,7.4994,12.95,1283.33,1483.33,,
Switherlands,3690,379109,,,3.83,6.84428,26.25,1750,2125,,
Switherlands,3691,379109,,,7.59,11.8519828,12.2,633.33,616.67,,
Switherlands,3730,379116,,,7.69,85.8217544,24.75,2466.67,1358.33,,
Switherlands,3731,379116,,,7.77,19.8368612,19.25,1075,975,,
Switherlands,3732,379116,,,7.68,0,24.6,375,408.33,,
Switherlands,3733,379116,,,7.67,6.409832,33.75,1133.33,625,,
Switherlands,3737,379117,,,4.45,39.60028,19.95,2416.67,1066.67,,
Switherlands,3738,379117,,,6.35,10.2578,22.85,1533.33,1033.33,,
Switherlands,3739,379117,,,7.69,9.561304,22.7,333.33,450,,
Switherlands,3740,379117,,,7.84,12.312808,21.45,233.33,275,,
Switherlands,3748,379119,,,3.81,153.005,23.5,3062.5,1583.33,,
Switherlands,3749,379119,,,3.79,54.8232,26.9,3958.33,2025,,
Switherlands,3750,379119,,,3.81,32.77324,28.75,4316.67,2087.5,,
Switherlands,3751,379119,,,3.93,15.49876,26.65,3641.67,2250,,
Switherlands,3752,379119,,,4.04,6.77532,27.8,3000,2125,,
Switherlands,3753,379119,,,4.7,4.6548,55,2100,1175,,
Switherlands,3754,379119,,,7.52,0,50.45,475,516.67,,
Switherlands,4383,59093,,,7.41,268.3502544,20.55,907.03,1529.73,,
Switherlands,4384,59093,,,7.52,181.8140744,24.15,1001.83,1905.75,,
Switherlands,4385,59093,,,7.58,128.0145856,22.1,775.54,1814.1,,
Switherlands,4386,59093,,,7.73,98.3105828,19.3,732.72,1740.81,,
Switherlands,4387,59093,,,7.74,111.259202,22.2,787.77,1718.16,,
Switherlands,4459,157767,,,4.01,35.8592,14.8,2431.21,1363.7,,
Switherlands,4460,157767,,,3.91,31.894,13.2,2507.82,1552.3,,
Switherlands,4461,157767,,,3.86,21.2052,12.55,2537.52,1455.45,,
Switherlands,4462,157767,,,3.99,14.9988,13.85,2856.47,1136.73,,
Switherlands,4463,157767,,,4.52,8.4476,16.2,3309.88,1151.27,,
Switherlands,4464,157767,,,4.73,0,15.4,2033.3,870.5,,
Switherlands,4465,157767,,,4.79,3.837624,14.4,2073.17,920.07,,
Switherlands,4667,50877,,,3.15,404.24352,8.5,3808.85,1919.17,,
Switherlands,4779,50909,,,2.95,573.93684,8.5,1568.54,1570.33,,
Switherlands,4877,43742,,,2.81,253.03148,8.5,4881.89,2243.33,,
Switherlands,4916,148002,,,7.06,84.0805144,11.25,1670.42,819.4,,
Switherlands,4917,148002,,,7.22,51.5451864,8.8,2060,829.77,,
Switherlands,4918,148002,,,7.37,33.865394,6.55,1852.5,1060.33,,
Switherlands,4919,148002,,,7.56,13.730798,7.3,661.25,833.5,,
Switherlands,4980,18372,,,3.08,146.4538,8.4,2732.84,1650.42,,
Switherlands,5009,50989,,,3.25,70.684,11.5,4150.57,2103.5,,
Switherlands,5170,88107,,,3.03,258.56552,11.3,10866.67,3899.5,,
Switherlands,5171,88107,,,3.35,139.95432,8.65,14263.33,4958.5,,
Switherlands,5172,88107,,,3.6,119.59388,8.5,17073.33,5842.83,,
Switherlands,5173,88107,,,4.08,57.0644,5,21180,9047.33,,
Switherlands,5174,88107,,,4.25,41.376,4.55,19065,10601.5,,
Switherlands,5175,88107,,,4.5,22.412,1.2,4111.67,4479.17,,
Switherlands,5419,88171,,,2.85,582.3672,,1183.16,1352.4,,
Switherlands,5420,88171,,,2.88,20.82592,4.15,298,1229.3,,
Switherlands,5421,88171,,,2.93,26.22204,3.5,249.75,1228.03,,
Switherlands,5422,88171,,,3.09,15.3072236,3.95,375.83,1298.27,,
Switherlands,5423,88171,,,3.54,71.0288,7.6,15058.33,5261.83,,
Switherlands,5424,88171,,,4.16,40.514,3.95,12055,7253,,
Switherlands,5425,88171,,,4.6,6.2064,1.5,2363.75,2203.25,,
Switherlands,5426,88171,,,,0,1.4,1810,2026,,
Switherlands,5429,78412,,,3.04,635.70776,,1735.83,1355.87,,
Switherlands,5430,78412,,,2.88,144.69532,14.6,812.92,796.77,,
Switherlands,5431,78412,,,3.4,13.91268,6.7,615,486,,
Switherlands,5432,78412,,,3.37,11.1566936,5.2,1016.88,697.17,,
Switherlands,5433,78412,,,4.09,66.6674248,5.35,19070,8410.83,,
Switherlands,5434,78412,,,4.33,20.681966,2.95,5743.33,3305,,
Switherlands,5435,78412,,,4.39,15.5216892,2.8,4432.5,3570,,
Switherlands,5553,78460,,,7.54,89.6138648,18.95,10255,1321.47,,
Switherlands,5554,78460,,,7.61,49.8173936,19.9,9576.67,1319.1,,
Switherlands,5555,78460,,,7.72,45.879088,19.7,11160,1776,,
Switherlands,5556,78460,,,7.68,35.4457848,14.75,7678.33,1219.6,,
Switherlands,5557,78460,,,7.74,23.9553248,19.25,5793.33,901.03,,
Switherlands,5558,78460,,,7.72,12.225746,13.05,3321.25,351.5,,
Switherlands,5559,78460,,,7.8,5.398706,6.8,2468.75,97.9,,
Switherlands,5560,78460,,,7.84,3.7165992,6.35,3320,78.87,,
Switherlands,5711,142411,,,3.43,54.11636,9.7,1905.83,2294.67,,
Switherlands,5712,142411,,,3.3,75.75256,11.35,6731.67,2955,,
Switherlands,5713,142411,,,3.68,146.6551632,8.9,42410,10267.5,,
Switherlands,5714,142411,,,4.19,105.164,5.95,16970,12710,,
Switherlands,5715,142411,,,4.53,56.03,3.2,11251.67,17586.67,,
Switherlands,5718,135702,,,6.23,273.9436,20,2520.83,1052.5,,
Switherlands,5719,135702,,,4.03,41.13464,10.55,4408.33,1488.33,,
Switherlands,5720,135702,,,4.84,28.68736,11.25,4018.33,1191.67,,
Switherlands,5721,135702,,,4.83,30.30792,10.9,4058.33,1221.67,,
Switherlands,5722,135702,,,5.16,6.27536,5,1440.33,462.5,,
Switherlands,5723,135702,,,5.61,4.803926,4.65,1645,542.5,,
Switherlands,5960,379222,,,2.86,647.2758,,925,850,,
Switherlands,5961,379222,,,3,285.78748,8.5,2800,2453.33,,
Switherlands,5962,379222,,,3.48,80.78664,14.35,3716.67,2900,,
Switherlands,5963,379222,,,4,13.34376,18.6,2175,2003.33,,
Switherlands,5964,379222,,,3.87,3.67212,18.95,2258.33,1616.67,,
Switherlands,5965,379222,,,3.88,0,20.65,3266.67,1520,,
Switherlands,5967,379223,,,6.77,101.4249888,55.1,4416.67,1475,,
Switherlands,5968,379223,,,6.76,39.76406,58.5,3908.33,1646.67,,
Switherlands,5969,379223,,,6.9,16.86072,54.4,1558.33,1338.33,,
Switherlands,5970,379223,,,7.46,15.3835968,42.75,700,705,,
Switherlands,5971,379223,,,7.48,11.4304648,44.2,1008.33,593.33,,
Switherlands,5972,379223,,,7.44,10.6744908,51,675,,,
Switherlands,5974,379224,,,7.53,119.37407,33.7,766.67,600,,
Switherlands,5975,379224,,,7.61,63.6986968,29.7,483.33,583.33,,
Switherlands,5976,379224,,,7.68,48.4730184,30.25,425,568.33,,
Switherlands,6130,15770,,,4.7,52.87508,28.2,4570.66,1931.11,,
Switherlands,6131,15770,,,6.13,32.4112,33.8,4612.89,1137.64,,
Switherlands,6132,15770,,,7.3,14.1430064,30.65,1264.83,1025.28,,
Switherlands,6133,15770,,,7.4,10.9720532,25.85,683.79,426.03,,
Switherlands,6185,17445,,,7.1,67.1539376,30.35,3163.01,,,
Switherlands,6186,17445,,,7.5,22.6902536,26.4,1503.36,678.84,,
Switherlands,6187,17445,,,7.37,20.3661292,20.6,1274.01,688.2,,
Switherlands,6242,26232,,,3.1,167.90036,15,4604.59,1887,,
Switherlands,6447,99421,,,4.2,89.0468412,11.02,8835.26,2271.17,,
Switherlands,6448,99421,,,4.3,16.2405972,3.95,4695.95,3207.67,,
Switherlands,6449,99421,,,4.4,10.5781192,3.55,2572.39,2871.83,,
Switherlands,6553,93104,,,3.37,102.28492,11.6,9030,2696.17,,
Switherlands,6554,93104,,,3.64,64.8224,8.72,8292.5,2979.33,,
Switherlands,6555,93104,,,4.08,35.04892,5.2,10920,4465.5,,
Switherlands,6556,93104,,,4.26,30.92856,2.3,9983.33,3870.33,,
Switherlands,6557,93104,,,4.53,17.99856,1.6,7023.33,5077.67,,
Switherlands,6567,89396,,,3.01,47.72032,7.85,2060.77,2292.9,,
Switherlands,6568,89396,,,3.13,16.1194,7.28,1022.11,1992.7,,
Switherlands,6569,89396,,,3.61,30.98028,7.1,10463.3,3369.17,,
Switherlands,6570,89396,,,3.93,29.18732,5.23,14347.17,4770.67,,
Switherlands,6571,89396,,,4.2,19.20536,5.45,8718.33,4908.67,,
Switherlands,6572,89396,,,4.34,15.085,4.3,5568.59,3125.5,,
Switherlands,6601,379374,,,3.94,75.06296,12.6,2273.33,1298.07,,
Switherlands,6602,379374,,,3.95,31.10096,12.15,2423.33,1317,,
Switherlands,6603,379374,,,3.93,23.46364,11.8,2306.67,1221.73,,
Switherlands,6604,379374,,,3.95,19.27432,13.2,2347.5,1173.89,,
Switherlands,6605,379374,,,4.03,0,21.3,3867.5,1605.46,,
Switherlands,6606,379374,,,4.32,0,24.45,3560.83,1522.1,,
Switherlands,6607,379374,,,4.65,0,20.55,2870.83,1065.53,,
Switherlands,6608,379374,,,7.77,4.5999768,15.57,948.33,436.5,,
Switherlands,6610,379375,,,3.94,58.82288,12.65,3355.83,1860.57,,
Switherlands,6611,379375,,,3.92,36.16952,13.95,3400,1879.43,,
Switherlands,6612,379375,,,3.98,23.86016,18.05,3039.17,2030.25,,
Switherlands,6613,379375,,,4.04,14.37816,16.55,3100,1942.3,,
Switherlands,6614,379375,,,3.97,0,16.05,2095,1156.2,,
Switherlands,6615,379375,,,4.2,0,16.05,2004.17,999.77,,
Switherlands,6616,379375,,,4.4,0,14.95,2054.17,789.9,,
Switherlands,6617,379375,,,4.71,0,12.6,1791.67,699.93,,
Switherlands,6618,379375,,,7.4,0,14,790.83,446.1,,
Switherlands,6631,379377,,,4.66,76.44216,45.75,3197.5,1827.8,,
Switherlands,6632,379377,,,4.84,54.09912,42.6,3530,1674.9,,
Switherlands,6633,379377,,,4.55,40.61744,46.35,3269.17,1790.9,,
Switherlands,6634,379377,,,4.65,15.99872,40.7,1455,1679.63,,
Switherlands,6635,379377,,,6.13,7.05116,35.55,1896.67,987.94,,
Switherlands,6636,379377,,,7.62,10.0705736,27.1,712.5,619.57,,
Switherlands,6665,379381,,,3.78,184.26112,13.55,5115,6265,,
Switherlands,6666,379381,,,3.97,159.2976,11.95,4582.5,6918.33,,
Switherlands,6667,379381,,,4.04,142.60928,10.55,4970,7715,,
Switherlands,6668,379381,,,4.51,94.94068,8.15,3896.67,9250,,
Switherlands,6669,379381,,,4.89,19.94668,2.45,1728.33,9775,,
Switherlands,6670,379381,,,4.97,10.22332,2.4,1169.17,6156.67,,
Switherlands,6671,379381,,,5.08,5.30992,2.25,644,3508.38,,
Switherlands,6672,379381,,,5.17,0,2.3,619.5,2693.33,,
Switherlands,6674,379382,,,6.53,210.8483032,48.02,3044.58,3502.83,,
Switherlands,6683,379383,,,3.27,131.886,10.6,5736.78,3588.83,,
Switherlands,6700,379384,,,3.94,21.75688,19.4,4643.72,4083.67,,
Switherlands,6710,379385,,,3.66,292.8214,8.85,4645,1633.92,,
Switherlands,6711,379385,,,3.82,96.99224,7.95,8685,2515.25,,
Switherlands,6712,379385,,,4.18,82.13136,9,19900,7821.67,,
Switherlands,6713,379385,,,4.45,63.58112,4.15,19443.33,12656.67,,
Switherlands,6714,379385,,,4.6,38.41072,3.4,9295,10183.33,,
Switherlands,6715,379385,,,4.65,26.27376,1.85,7210,8525,,
Switherlands,6724,379387,,,3.27,346.3516,14.45,9860,3973.33,,
Switherlands,6725,379387,,,3.57,232.74,11.4,14106.67,5703.33,,
Switherlands,6726,379387,,,4.13,142.98856,9.5,14373.33,11651.67,,
Switherlands,6727,379387,,,4.42,98.21628,8.45,13268.33,16393.33,,
Switherlands,6728,379387,,,4.63,59.68488,5.7,14708.33,12378.33,,
